 "Time [y]","dt_tran [y]","Global DOM1 [mol]","Global CO2(aq) [mol]","Global NH4+ [mol]"
  5.70776256E-05  5.70776256E-05  2.26576349E-11  2.65467364E-12  2.80135569E-12
  1.71232877E-04  1.14155251E-04  6.28918900E-11  2.96390510E-12  3.40289901E-12
  3.99543379E-04  2.28310502E-04  1.43038803E-10  3.58190569E-12  4.60134752E-12
  8.56164384E-04  4.56621005E-04  3.02065555E-10  4.81606486E-12  6.97996029E-12
  1.76940639E-03  9.13242009E-04  6.15199661E-10  7.27707223E-12  1.16661182E-11
  3.13926941E-03  1.36986301E-03  1.07439886E-09  1.09522119E-11  1.85435579E-11
  4.50913242E-03  1.36986301E-03  1.52378052E-09  1.46108705E-11  2.52793159E-11
  5.87899543E-03  1.36986301E-03  1.96386375E-09  1.82531245E-11  3.18808130E-11
  7.24885845E-03  1.36986301E-03  2.39512379E-09  2.18790499E-11  3.83548440E-11
  8.61872146E-03  1.36986301E-03  2.81799702E-09  2.54887222E-11  4.47076485E-11
  9.98858447E-03  1.36986301E-03  3.23288523E-09  2.90822164E-11  5.09449722E-11
  1.13584475E-02  1.36986301E-03  3.64015934E-09  3.26596071E-11  5.70721201E-11
  1.27283105E-02  1.36986301E-03  4.04016263E-09  3.62209683E-11  6.30940021E-11
  1.40981735E-02  1.36986301E-03  4.43321348E-09  3.97663736E-11  6.90151731E-11
  1.54680365E-02  1.36986301E-03  4.81960787E-09  4.32958965E-11  7.48398674E-11
  1.68378995E-02  1.36986301E-03  5.19962150E-09  4.68096095E-11  8.05720298E-11
  1.82077626E-02  1.36986301E-03  5.57351165E-09  5.03075853E-11  8.62153426E-11
  1.95776256E-02  1.36986301E-03  5.94151892E-09  5.37898959E-11  9.17732488E-11
  2.09474886E-02  1.36986301E-03  6.30386863E-09  5.72566129E-11  9.72489740E-11
  2.23173516E-02  1.36986301E-03  6.66077219E-09  6.07078078E-11  1.02645544E-10
  2.36872146E-02  1.36986301E-03  7.01242824E-09  6.41435513E-11  1.07965804E-10
  2.50570776E-02  1.36986301E-03  7.35902371E-09  6.75639143E-11  1.13212431E-10
  2.64269406E-02  1.36986301E-03  7.70073478E-09  7.09689668E-11  1.18387947E-10
  2.77968037E-02  1.36986301E-03  8.03772771E-09  7.43587789E-11  1.23494733E-10
  2.91666667E-02  1.36986301E-03  8.37015958E-09  7.77334200E-11  1.28535042E-10
  3.05365297E-02  1.36986301E-03  8.69817903E-09  8.10929595E-11  1.33511001E-10
  3.19063927E-02  1.36986301E-03  9.02192683E-09  8.44374662E-11  1.38424628E-10
  3.32762557E-02  1.36986301E-03  9.34153650E-09  8.77670087E-11  1.43277837E-10
  3.46461187E-02  1.36986301E-03  9.65713477E-09  9.10816552E-11  1.48072445E-10
  3.60159817E-02  1.36986301E-03  9.96884210E-09  9.43814736E-11  1.52810179E-10
  3.73858447E-02  1.36986301E-03  1.02767731E-08  9.76665317E-11  1.57492680E-10
  3.87557078E-02  1.36986301E-03  1.05810368E-08  1.00936896E-10  1.62121516E-10
  4.01255708E-02  1.36986301E-03  1.08817372E-08  1.04192635E-10  1.66698176E-10
  4.14954338E-02  1.36986301E-03  1.11789736E-08  1.07433814E-10  1.71224084E-10
  4.28652968E-02  1.36986301E-03  1.14728407E-08  1.10660500E-10  1.75700600E-10
  4.42351598E-02  1.36986301E-03  1.17634289E-08  1.13872759E-10  1.80129022E-10
  4.56050228E-02  1.36986301E-03  1.20508248E-08  1.17070656E-10  1.84510593E-10
  4.69748858E-02  1.36986301E-03  1.23351114E-08  1.20254257E-10  1.88846502E-10
  4.83447489E-02  1.36986301E-03  1.26163679E-08  1.23423628E-10  1.93137889E-10
  4.97146119E-02  1.36986301E-03  1.28946704E-08  1.26578832E-10  1.97385847E-10
  5.10844749E-02  1.36986301E-03  1.31700918E-08  1.29719934E-10  2.01591423E-10
  5.24543379E-02  1.36986301E-03  1.34427022E-08  1.32847000E-10  2.05755623E-10
  5.38242009E-02  1.36986301E-03  1.37125689E-08  1.35960092E-10  2.09879415E-10
  5.51940639E-02  1.36986301E-03  1.39797565E-08  1.39059274E-10  2.13963727E-10
  5.65639269E-02  1.36986301E-03  1.42443271E-08  1.42144610E-10  2.18009453E-10
  5.79337900E-02  1.36986301E-03  1.45063406E-08  1.45216162E-10  2.22017453E-10
  5.93036530E-02  1.36986301E-03  1.47658545E-08  1.48273994E-10  2.25988556E-10
  6.06735160E-02  1.36986301E-03  1.50229244E-08  1.51318167E-10  2.29923560E-10
