 "Time [day]","dt_flow [day]","dt_tran [day]","Global Water Mass in Liquid Phas [kg]","Global Water Mass in Solid Phase [kg]","Global Air Mass in Liquid Phase [kg]","Global Water Mass in Gas Phase [kg]","Global Air Mass in Gas Phase [kg]","Global DOM1 [mol]","Global O2(aq) [mol]","Global Tracer2 [mol]","Global CH4(aq) [mol]","Global SO4-- [mol]","Global H2S(aq) [mol]","sed_air_interface Water Mass [kg]","sed_air_interface Air Mass [kg]","sed_air_interface Water Mass [kg/day]","sed_air_interface Air Mass [kg/day]","SUM of All Water Mass and Flux [kg]","sed_air_interface DOM1 [mol]","sed_air_interface O2(aq) [mol]","sed_air_interface Tracer2 [mol]","sed_air_interface CH4(aq) [mol]","sed_air_interface SO4-- [mol]","sed_air_interface H2S(aq) [mol]","sed_air_interface DOM1 [mol/day]","sed_air_interface O2(aq) [mol/day]","sed_air_interface Tracer2 [mol/day]","sed_air_interface CH4(aq) [mol/day]","sed_air_interface SO4-- [mol/day]","sed_air_interface H2S(aq) [mol/day]","ROL_homo Water Mass [kg]","ROL_homo Air Mass [kg]","ROL_homo Water Mass [kg/day]","ROL_homo Air Mass [kg/day]","SUM of All Water Mass and Flux [kg]","ROL_homo DOM1 [mol]","ROL_homo O2(aq) [mol]","ROL_homo Tracer2 [mol]","ROL_homo CH4(aq) [mol]","ROL_homo SO4-- [mol]","ROL_homo H2S(aq) [mol]","ROL_homo DOM1 [mol/day]","ROL_homo O2(aq) [mol/day]","ROL_homo Tracer2 [mol/day]","ROL_homo CH4(aq) [mol/day]","ROL_homo SO4-- [mol/day]","ROL_homo H2S(aq) [mol/day]"
  1.00000000E+00  1.66666667E-01  1.66666667E-01  5.58404008E+00  1.01931532E-04  0.00000000E+00  0.00000000E+00  3.39252172E-02  2.96893657E-05  1.78950903E-04  1.78950841E-04  2.81233543E-02  1.16409932E-03 -2.30766827E-04 -4.21245813E-09 -2.39304118E-04 -4.36807241E-09  5.58427085E+00 -4.85414387E-04  3.96180474E-05 -4.35704097E-06 -4.35706219E-06 -7.44017073E-06 -4.90312619E-06 -2.58724119E-04  3.77582501E-05 -2.58292022E-06 -2.58293185E-06 -1.08890425E-05 -4.20202648E-06  2.39318472E-04 -0.00000000E+00  2.39318472E-04 -0.00000000E+00  5.58403153E+00  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  2.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404009E+00  1.01927165E-04  0.00000000E+00  0.00000000E+00  3.45388346E-02  2.12553544E-05  3.88640578E-04  3.88640555E-04  2.82658724E-02  2.09399226E-03 -4.70072048E-04 -8.57880922E-09 -2.39305586E-04 -4.36556932E-09  5.58451016E+00 -6.90118830E-04  8.05116461E-05 -7.06296394E-06 -7.06298977E-06 -2.30057097E-05 -1.10445408E-05 -1.92560574E-04  4.17672121E-05 -2.91918573E-06 -2.91920099E-06 -1.68538225E-05 -6.71920653E-06  4.78636944E-04 -0.00000000E+00  2.39318472E-04 -0.00000000E+00  5.58403153E+00  4.80000000E-24  6.24000000E-04  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  3.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404010E+00  1.01922803E-04  0.00000000E+00  0.00000000E+00  3.51813317E-02  1.80194558E-05  5.77129447E-04  5.77129436E-04  2.84039926E-02  2.96144071E-03 -7.09378727E-04 -1.29406425E-08 -2.39307044E-04 -4.36034749E-09  5.58474948E+00 -8.60110807E-04  1.24138966E-04 -1.05465467E-05 -1.05465789E-05 -4.26729200E-05 -1.91732908E-05 -1.63975767E-04  4.41699873E-05 -3.65721085E-06 -3.65720443E-06 -2.04897521E-05 -8.56887648E-06  7.17955417E-04 -0.00000000E+00  2.39318472E-04 -0.00000000E+00  5.58403153E+00  7.20000000E-24  9.36000000E-04  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  4.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404011E+00  1.01918449E-04  0.00000000E+00  0.00000000E+00  3.58298844E-02  1.60449140E-05  7.59213882E-04  7.59213845E-04  2.85365841E-02  3.80509168E-03 -9.48686739E-04 -1.72950567E-08 -2.39308384E-04 -4.35219196E-09  5.58498880E+00 -1.01165521E-03  1.69673218E-04 -1.46660748E-05 -1.46661000E-05 -6.52056075E-05 -2.89370961E-05 -1.48123119E-04  4.59559190E-05 -4.26587043E-06 -4.26586692E-06 -2.31577741E-05 -1.01468786E-05  9.57273889E-04 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  9.60000000E-24  1.24800000E-03  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  5.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404012E+00  1.01914105E-04  0.00000000E+00  0.00000000E+00  3.64743935E-02  1.45833664E-05  9.37937692E-04  9.37937658E-04  2.86631100E-02  4.63611098E-03 -1.18799597E-03 -2.16391369E-08 -2.39309472E-04 -4.34113995E-09  5.58522812E+00 -1.15252961E-03  2.16769453E-04 -1.93380040E-05 -1.93380286E-05 -8.99973931E-05 -4.01702850E-05 -1.38861749E-04  4.74582908E-05 -4.80277523E-06 -4.80277419E-06 -2.53017878E-05 -1.15877620E-05  1.19659236E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  1.20000000E-23  1.56000000E-03  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  6.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404013E+00  1.01909774E-04  0.00000000E+00  0.00000000E+00  3.71093963E-02  1.34176815E-05  1.11444052E-03  1.11444050E-03  2.87833657E-02  5.45941056E-03 -1.42730618E-03 -2.59701060E-08 -2.39310449E-04 -4.32736074E-09  5.58546744E+00 -1.28707032E-03  2.65229290E-04 -2.45121600E-05 -2.45121872E-05 -1.16675785E-04 -5.27791806E-05 -1.33331101E-04  4.87820320E-05 -5.29489948E-06 -5.29490184E-06 -2.71147806E-05 -1.29441783E-05  1.43591083E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  1.44000000E-23  1.87200000E-03  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  7.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404014E+00  1.01905459E-04  0.00000000E+00  0.00000000E+00  3.77318064E-02  1.24567913E-05  1.28919265E-03  1.28919265E-03  2.88972804E-02  6.27760372E-03 -1.66661731E-03 -3.02854071E-08 -2.39311311E-04 -4.31108256E-09  5.58570676E+00 -1.41775537E-03  3.14910743E-04 -3.01540034E-05 -3.01540319E-05 -1.44994528E-04 -6.66995094E-05 -1.29934022E-04  4.99704859E-05 -5.75507007E-06 -5.75506528E-06 -2.87049838E-05 -1.42403220E-05  1.67522931E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  1.68000000E-23  2.18400000E-03  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  8.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404015E+00  1.01901161E-04  0.00000000E+00  0.00000000E+00  3.83398874E-02  1.16510649E-05  1.46234931E-03  1.46234931E-03  2.90048362E-02  7.09225721E-03 -1.90592917E-03 -3.45827266E-08 -2.39312055E-04 -4.29255504E-09  5.58594607E+00 -1.54600099E-03  3.65698227E-04 -3.62366221E-05 -3.62366536E-05 -1.74787497E-04 -8.18760530E-05 -1.27757574E-04  5.10505240E-05 -6.18976567E-06 -6.18976540E-06 -3.01449140E-05 -1.54840765E-05  1.91454778E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  1.92000000E-23  2.49600000E-03  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  9.00000000E+00  5.00000000E-01  5.00000000E-01  5.58404015E+00  1.01896884E-04  0.00000000E+00  0.00000000E+00  3.89326842E-02  1.09691545E-05  1.63389065E-03  1.63389066E-03  2.91060388E-02  7.90438439E-03 -2.14524173E-03 -3.88600048E-08 -2.39312676E-04 -4.27202904E-09  5.58618539E+00 -1.67261683E-03  4.17492270E-04 -4.27369461E-05 -4.27369779E-05 -2.05940109E-04 -9.82561089E-05 -1.26278537E-04  5.20349010E-05 -6.60208078E-06 -6.60208200E-06 -3.14813692E-05 -1.66745075E-05  2.15386625E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  2.16000000E-23  2.80800000E-03  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  1.00000000E+01  5.00000000E-01  5.00000000E-01  5.58404016E+00  1.01892629E-04  0.00000000E+00  0.00000000E+00  3.95097117E-02  1.03885252E-05  1.80369075E-03  1.80369075E-03  2.92009090E-02  8.71467966E-03 -2.38455478E-03 -4.31154236E-08 -2.39313173E-04 -4.24974551E-09  5.58642471E+00 -1.79806948E-03  4.70206855E-04 -4.96343033E-05 -4.96343377E-05 -2.38371752E-04 -1.15788617E-04 -1.25202260E-04  5.29338576E-05 -6.99413435E-06 -6.99413523E-06 -3.27426481E-05 -1.78143780E-05  2.39318473E-03 -0.00000000E+00  2.39318473E-04 -0.00000000E+00  5.58403153E+00  2.40000000E-23  3.12000000E-03  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-24  3.12000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
