 "Time [day]","dt_flow [day]","dt_tran [day]","Global Water Mass in Liquid Phas [kg]","Global Water Mass in Solid Phase [kg]","Global Air Mass in Liquid Phase [kg]","Global Water Mass in Gas Phase [kg]","Global Air Mass in Gas Phase [kg]","Global DOM1 [mol]","Global O2(aq) [mol]","Global Tracer2 [mol]","Global Tracer3 [mol]","Global Tracer4 [mol]","Global CH4(aq) [mol]","Global SO4-- [mol]","Global H2S(aq) [mol]","sed_air_interface Water Mass [kg]","sed_air_interface Air Mass [kg]","sed_air_interface Water Mass [kg/day]","sed_air_interface Air Mass [kg/day]","SUM of All Water Mass and Flux [kg]","sed_air_interface DOM1 [mol]","sed_air_interface O2(aq) [mol]","sed_air_interface Tracer2 [mol]","sed_air_interface Tracer3 [mol]","sed_air_interface Tracer4 [mol]","sed_air_interface CH4(aq) [mol]","sed_air_interface SO4-- [mol]","sed_air_interface H2S(aq) [mol]","sed_air_interface DOM1 [mol/day]","sed_air_interface O2(aq) [mol/day]","sed_air_interface Tracer2 [mol/day]","sed_air_interface Tracer3 [mol/day]","sed_air_interface Tracer4 [mol/day]","sed_air_interface CH4(aq) [mol/day]","sed_air_interface SO4-- [mol/day]","sed_air_interface H2S(aq) [mol/day]","ROL_homo Water Mass [kg]","ROL_homo Air Mass [kg]","ROL_homo Water Mass [kg/day]","ROL_homo Air Mass [kg/day]","SUM of All Water Mass and Flux [kg]","ROL_homo DOM1 [mol]","ROL_homo O2(aq) [mol]","ROL_homo Tracer2 [mol]","ROL_homo Tracer3 [mol]","ROL_homo Tracer4 [mol]","ROL_homo CH4(aq) [mol]","ROL_homo SO4-- [mol]","ROL_homo H2S(aq) [mol]","ROL_homo DOM1 [mol/day]","ROL_homo O2(aq) [mol/day]","ROL_homo Tracer2 [mol/day]","ROL_homo Tracer3 [mol/day]","ROL_homo Tracer4 [mol/day]","ROL_homo CH4(aq) [mol/day]","ROL_homo SO4-- [mol/day]","ROL_homo H2S(aq) [mol/day]","Tracer2_inj_homo Water Mass [kg]","Tracer2_inj_homo Air Mass [kg]","Tracer2_inj_homo Water Mass [kg/day]","Tracer2_inj_homo Air Mass [kg/day]","SUM of All Water Mass and Flux [kg]","Tracer2_inj_homo DOM1 [mol]","Tracer2_inj_homo O2(aq) [mol]","Tracer2_inj_homo Tracer2 [mol]","Tracer2_inj_homo Tracer3 [mol]","Tracer2_inj_homo Tracer4 [mol]","Tracer2_inj_homo CH4(aq) [mol]","Tracer2_inj_homo SO4-- [mol]","Tracer2_inj_homo H2S(aq) [mol]","Tracer2_inj_homo DOM1 [mol/day]","Tracer2_inj_homo O2(aq) [mol/day]","Tracer2_inj_homo Tracer2 [mol/day]","Tracer2_inj_homo Tracer3 [mol/day]","Tracer2_inj_homo Tracer4 [mol/day]","Tracer2_inj_homo CH4(aq) [mol/day]","Tracer2_inj_homo SO4-- [mol/day]","Tracer2_inj_homo H2S(aq) [mol/day]"
  1.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404033E+00  1.01927167E-04  0.00000000E+00  0.00000000E+00  3.31855869E-02  4.02325794E-04  2.51742835E-04  5.60000882E-20  5.60000882E-20  7.72422880E-03  2.81756488E-02  1.08572738E-02 -4.69831147E-04 -8.57664127E-09 -4.78616703E-04 -8.73682677E-09  5.58451016E+00 -4.17536479E-04  3.33311699E-05 -2.49733505E-09 -4.71178299E-24 -4.71178299E-24 -1.17134797E-04 -9.38225132E-06 -1.60416222E-04 -2.08761032E-04  2.58084130E-05 -9.47642437E-09 -4.79988992E-24 -4.79988992E-24 -5.84518249E-05 -1.02654380E-05 -7.57066765E-05  2.39318484E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58427085E+00  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.39318484E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58403153E+00  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  2.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404035E+00  1.01918432E-04  0.00000000E+00  0.00000000E+00  3.30131398E-02  7.90237914E-04  4.95200783E-04  5.60000883E-20  5.60000883E-20  7.67607149E-03  2.83463308E-02  1.06160628E-02 -9.48448984E-04 -1.73126019E-08 -4.78618928E-04 -8.73470855E-09  5.58498880E+00 -5.90563638E-04  5.69611084E-05 -4.02718750E-08 -9.51168434E-24 -9.51168434E-24 -1.65518611E-04 -1.94455580E-05 -2.21912648E-04 -1.49546490E-04  2.21168630E-05 -7.71262139E-08 -4.79991233E-24 -4.79991233E-24 -4.17845458E-05 -9.92758560E-06 -5.21946222E-05  4.78636968E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58451016E+00  4.80000000E-24  1.44000000E-03  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  4.78636968E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58403153E+00  4.80000000E-24  4.80000000E-24  4.80000000E-04  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  4.80000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  3.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404037E+00  1.01909699E-04  0.00000000E+00  0.00000000E+00  3.28805036E-02  1.18215118E-03  7.37122689E-04  5.60000884E-20  5.60000884E-20  7.63906210E-03  2.85127538E-02  1.03950037E-02 -1.42706907E-03 -2.60447355E-08 -4.78621111E-04 -8.72913434E-09  5.58546744E+00 -7.23468622E-04  7.79447114E-05 -1.94760230E-07 -1.43116083E-23 -1.43116083E-23 -2.02636054E-04 -2.93233618E-05 -2.67487539E-04 -1.19949745E-04  2.00688910E-05 -2.43356350E-07 -4.79993427E-24 -4.79993427E-24 -3.34846206E-05 -9.86473699E-06 -4.03964077E-05  7.17955452E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58474948E+00  7.20000000E-24  2.16000000E-03  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  7.17955452E-04 -0.00000000E+00  2.39318484E-04 -0.00000000E+00  5.58403153E+00  7.20000000E-24  7.20000000E-24  7.20000000E-04  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  7.20000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  4.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404038E+00  1.01900975E-04  0.00000000E+00  0.00000000E+00  3.27709884E-02  1.58151472E-03  9.78234045E-04  5.60000884E-20  5.60000884E-20  7.60852230E-03  2.86740971E-02  1.01882359E-02 -1.90569118E-03 -3.47691466E-08 -4.78622980E-04 -8.71936738E-09  5.58594607E+00 -8.33121372E-04  9.72247546E-05 -5.75407980E-07 -1.91115526E-23 -1.91115526E-23 -2.33232834E-04 -3.92440112E-05 -3.03700343E-04 -1.01504261E-04  1.86292178E-05 -5.26259311E-07 -4.79995302E-24 -4.79995302E-24 -2.83112117E-05 -1.00056797E-05 -3.28605128E-05  9.57273937E-04 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58498880E+00  9.60000000E-24  2.88000000E-03  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  9.57273937E-04 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  9.60000000E-24  9.60000000E-24  9.60000000E-04  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  9.60000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  5.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404040E+00  1.01892263E-04  0.00000000E+00  0.00000000E+00  3.26761922E-02  1.99024635E-03  1.21867615E-03  5.60000885E-20  5.60000885E-20  7.58210362E-03  2.88296396E-02  9.99312940E-03 -2.38431500E-03 -4.34814960E-08 -4.78624532E-04 -8.70518733E-09  5.58642471E+00 -9.27997073E-04  1.15278513E-04 -1.30220918E-06 -2.39115140E-23 -2.39115140E-23 -2.59684417E-04 -4.94163908E-05 -3.33735030E-04 -8.95706989E-05  1.75731662E-05 -9.30656800E-07 -4.79996854E-24 -4.79996854E-24 -2.49631725E-05 -1.03596273E-05 -2.77188250E-05  1.19659242E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58522812E+00  1.20000000E-23  3.60000000E-03  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  1.19659242E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  1.20000000E-23  1.20000000E-23  1.20000000E-03  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  1.20000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  6.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404041E+00  1.01883567E-04  0.00000000E+00  0.00000000E+00  3.25911002E-02  2.40951087E-03  1.45844508E-03  5.60000885E-20  5.60000885E-20  7.55840364E-03  2.89788358E-02  9.80822691E-03 -2.86294021E-03 -5.21773880E-08 -4.78625811E-04 -8.68666053E-09  5.58690335E+00 -1.01314231E-03  1.32413092E-04 -2.49578454E-06 -2.87114894E-23 -2.87114894E-23 -2.83405877E-04 -6.00504712E-05 -3.59403059E-04 -8.15531375E-05  1.67610399E-05 -1.45403111E-06 -4.79998129E-24 -4.79998129E-24 -2.27135875E-05 -1.09176608E-05 -2.39423947E-05  1.43591091E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58546744E+00  1.44000000E-23  4.32000000E-03  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  1.43591091E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  1.44000000E-23  1.44000000E-23  1.44000000E-03  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  1.44000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  7.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404042E+00  1.01874892E-04  0.00000000E+00  0.00000000E+00  3.25126781E-02  2.83967671E-03  1.69748717E-03  5.60000885E-20  5.60000885E-20  7.53657294E-03  2.91214511E-02  9.63255001E-03 -3.34156659E-03 -6.08525812E-08 -4.78626864E-04 -8.66400599E-09  5.58738199E+00 -1.09160485E-03  1.48818113E-04 -4.27200710E-06 -3.35114763E-23 -3.35114763E-23 -3.05252390E-04 -7.13400941E-05 -3.81732578E-04 -7.59118059E-05  1.60947223E-05 -2.08999661E-06 -4.79999173E-24 -4.79999173E-24 -2.11309596E-05 -1.16593541E-05 -2.09356039E-05  1.67522939E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58570676E+00  1.68000000E-23  5.04000000E-03  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  1.67522939E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  1.68000000E-23  1.68000000E-23  1.68000000E-03  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  1.68000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  8.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404043E+00  1.01866241E-04  0.00000000E+00  0.00000000E+00  3.24390720E-02  3.28021582E-03  1.93573120E-03  5.60000885E-20  5.60000885E-20  7.51609200E-03  2.92576600E-02  9.46518442E-03 -3.82019392E-03 -6.95030972E-08 -4.78627733E-04 -8.63751844E-09  5.58786062E+00 -1.16524443E-03  1.64602985E-04 -6.73926306E-06 -3.83114726E-23 -3.83114726E-23 -3.25746071E-04 -8.34572009E-05 -4.01298098E-04 -7.17305596E-05  1.55087733E-05 -2.83028757E-06 -4.80000029E-24 -4.80000029E-24 -1.99583430E-05 -1.25622636E-05 -1.83539213E-05  1.91454788E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58594607E+00  1.92000000E-23  5.76000000E-03  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  1.91454788E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  1.92000000E-23  1.92000000E-23  1.92000000E-03  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  1.92000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  9.00000000E+00  4.16666667E-02  4.16666667E-02  5.58404044E+00  1.01857619E-04  0.00000000E+00  0.00000000E+00  3.23691321E-02  3.72970274E-03  2.17310169E-03  5.60000885E-20  5.60000885E-20  7.49663839E-03  2.93880708E-02  9.30506830E-03 -4.29882204E-03 -7.81252711E-08 -4.78628449E-04 -8.60752301E-09  5.58833926E+00 -1.23521331E-03  1.79824800E-04 -9.99721495E-06 -4.31114767E-23 -4.31114767E-23 -3.45210547E-04 -9.65519642E-05 -4.18412417E-04 -6.84631577E-05  1.49615096E-05 -3.66590157E-06 -4.80000730E-24 -4.80000730E-24 -1.90424301E-05 -1.36055152E-05 -1.59992913E-05  2.15386636E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58618539E+00  2.16000000E-23  6.48000000E-03  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.15386636E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  2.16000000E-23  2.16000000E-23  2.16000000E-03  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.16000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
  1.00000000E+01  4.16666667E-02  4.16666667E-02  5.58404045E+00  1.01849028E-04  0.00000000E+00  0.00000000E+00  3.23021300E-02  4.18597320E-03  2.40952477E-03  5.60000885E-20  5.60000885E-20  7.47800769E-03  2.95136572E-02  9.15094864E-03 -4.77745081E-03 -8.67157673E-08 -4.78629042E-04 -8.57435024E-09  5.58881790E+00 -1.30224131E-03  1.94507690E-04 -1.41364365E-05 -4.79114871E-23 -4.79114871E-23 -3.63850845E-04 -1.10754843E-04 -4.33238719E-04 -6.57828455E-05  1.44270292E-05 -4.58773730E-06 -4.80001303E-24 -4.80001303E-24 -1.82914627E-05 -1.47705130E-05 -1.37593998E-05  2.39318485E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58642471E+00  2.40000000E-23  7.20000000E-03  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-24  7.20000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.39318485E-03 -0.00000000E+00  2.39318485E-04 -0.00000000E+00  5.58403153E+00  2.40000000E-23  2.40000000E-23  2.40000000E-03  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-23  2.40000000E-24  2.40000000E-24  2.40000000E-04  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24  2.40000000E-24
