TIME_UNITS hr
DATA_UNITS m^3/hr m^3/hr  MW
# <time>  <liquid>  <gas>  <energy>


0	0	0	0
1	0	0	0
2	0	0	0
3	5.17006802721088e-10	0	0
4	6.76870748299315e-10	0	0
5	7.12585034013602e-10	0	0
6	7.34693877551019e-10	0	0
7	7.43197278911562e-10	0	0
8	7.53401360544212e-10	0	0
9	7.43197278911560e-10	0	0
10	6.78571428571426e-10	0	0
11	4.48979591836733e-10	0	0
12	0	0	0
13	4.03061224489795e-10	0	0
14	6.98979591836730e-10	0	0
15	8.38435374149663e-10	0	0
16	9.09863945578231e-10	0	0
17	9.31972789115648e-10	0	0
18	9.37074829931969e-10	0	0
19	9.60884353741490e-10	0	0
20	9.64285714285710e-10	0	0
21	9.38775510204080e-10	0	0
22	7.27891156462582e-10	0	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	2.89115646258501e-10	0	0
29	5.28911564625849e-10	0	0
30	6.13945578231288e-10	0	0
31	6.25850340136051e-10	0	0
32	6.46258503401357e-10	0	0
33	6.58163265306118e-10	0	0
34	6.54761904761903e-10	0	0
35	5.78231292517004e-10	0	0
36	2.97619047619044e-10	0	0
37	0	0	0
38	7.99319727891159e-11	0	0
39	4.52380952380950e-10	0	0
40	5.62925170068029e-10	0	0
41	6.27551020408162e-10	0	0
42	6.70068027210881e-10	0	0
43	6.93877551020407e-10	0	0
44	7.10884353741500e-10	0	0
45	6.88775510204083e-10	0	0
46	6.15646258503399e-10	0	0
47	3.52040816326533e-10	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	0	0	0
52	0	0	0
53	9.69387755102025e-11	0	0
54	3.46938775510204e-10	0	0
55	4.33673469387753e-10	0	0
56	4.50680272108844e-10	0	0
57	4.96598639455778e-10	0	0
58	5.34013605442175e-10	0	0
59	5.22108843537414e-10	0	0
60	3.89455782312923e-10	0	0
61	1.41156462585032e-10	0	0
62	0	0	0
63	6.97278911564594e-11	0	0
64	2.58503401360545e-10	0	0
65	3.74149659863943e-10	0	0
66	4.13265306122449e-10	0	0
67	4.37074829931970e-10	0	0
68	4.47278911564622e-10	0	0
69	4.20068027210886e-10	0	0
70	4.37074829931974e-10	0	0
71	3.62244897959185e-10	0	0
72	1.24149659863946e-10	0	0
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	0	0	0
78	0	0	0
79	1.08843537414961e-10	0	0
80	1.80272108843536e-10	0	0
81	2.29591836734691e-10	0	0
82	2.80612244897960e-10	0	0
83	2.89115646258501e-10	0	0
84	3.16326530612239e-10	0	0
85	1.78571428571427e-10	0	0
86	0	0	0
87	0	0	0
88	0	0	0
89	3.74149659863927e-11	0	0
90	1.81972789115647e-10	0	0
91	2.48299319727891e-10	0	0
92	2.63605442176871e-10	0	0
93	2.85714285714284e-10	0	0
94	2.36394557823130e-10	0	0
95	2.36394557823130e-10	0	0
96	1.64965986394562e-10	0	0
97	0	0	0
98	0	0	0
99	0	0	0
100	0	0	0
101	0	0	0
102	0	0	0
103	0	0	0
104	0	0	0
105	5.27210884353706e-11	0	0
106	7.48299319727877e-11	0	0
107	1.13945578231291e-10	0	0
108	1.47959183673471e-10	0	0
109	1.44557823129252e-10	0	0
110	1.70068027210866e-11	0	0
111	0	0	0
112	0	0	0
113	0	0	0
114	0	0	0
115	4.25170068027209e-11	0	0
116	1.08843537414968e-10	0	0
117	1.13945578231294e-10	0	0
118	1.34353741496602e-10	0	0
119	1.30952380952382e-10	0	0
120	1.07142857142859e-10	0	0
121	6.29251700680271e-11	0	0
122	0	0	0
123	0	0	0
124	0	0	0
125	0	0	0
126	0	0	0
127	0	0	0
128	0	0	0
129	0	0	0
130	1.36054421768738e-11	0	0
