720	0.000837999999999999	0	0
721	0.000137333333333334	0	0
722	-0.000797999999999999	0	0
723	-0.000255333333333333	0	0
724	-8.19999999999999e-05	0	0
725	2.53333333333323e-05	0	0
726	2.86666666666671e-05	0	0
727	9.99999999999801e-06	0	0
728	1.33333333333345e-05	0	0
729	-2.53333333333323e-05	0	0
730	3.33333333333297e-06	0	0
731	1.33333333333319e-05	0	0
732	1.33333333333336e-05	0	0
733	-8.66666666666660e-06	0	0
734	-5.73333333333324e-05	0	0
735	-7.46666666666665e-05	0	0
736	-4.60000000000003e-05	0	0
737	-4.46666666666671e-05	0	0
738	-2.19999999999994e-05	0	0
739	-2.46666666666684e-05	0	0
740	-1.13333333333321e-05	0	0
741	-3.33333333333386e-06	0	0
742	2.33333333333334e-05	0	0
743	0.000118666666666666	0	0
744	0.000762000000000001	0	0
745	0.000929333333333334	0	0
746	0.000413333333333334	0	0
747	-0.000896000000000001	0	0
748	-0.000748000000000000	0	0
749	-0.000138000000000001	0	0
750	-4.40000000000005e-05	0	0
751	-8.66666666666571e-06	0	0
752	-2.19999999999994e-05	0	0
753	-8.00000000000001e-06	0	0
754	-2.40000000000000e-05	0	0
755	-6.00000000000023e-06	0	0
756	1.93333333333348e-05	0	0
757	5.73333333333324e-05	0	0
758	3.46666666666664e-05	0	0
759	-7.53333333333331e-05	0	0
760	-8.13333333333333e-05	0	0
761	-5.60000000000001e-05	0	0
762	-3.93333333333326e-05	0	0
763	-3.13333333333343e-05	0	0
764	-1.33333333333336e-05	0	0
765	4.66666666666615e-06	0	0
766	-4.66666666666615e-06	0	0
767	-5.33333333333275e-06	0	0
768	0.000101999999999999	0	0
769	0.000687333333333334	0	0
770	0.000899333333333335	0	0
771	0.000468666666666666	0	0
772	-0.000883333333333333	0	0
773	-0.000770666666666668	0	0
774	-0.000125999999999999	0	0
775	-2.46666666666666e-05	0	0
776	-1.93333333333321e-05	0	0
777	6.66666666666593e-07	0	0
778	-1.20000000000005e-05	0	0
779	-1.33333333333345e-05	0	0
780	-1.06666666666655e-05	0	0
781	3.86666666666660e-05	0	0
782	0.000112000000000002	0	0
783	0.000164666666666664	0	0
784	-0.000175999999999999	0	0
785	-8.73333333333308e-05	0	0
786	9.33333333333231e-06	0	0
787	-2.33333333333334e-05	0	0
788	-1.53333333333343e-05	0	0
789	-3.33333333333119e-06	0	0
790	-1.46666666666677e-05	0	0
791	6.00000000000112e-06	0	0
792	1.39999999999985e-05	0	0
793	8.99999999999999e-05	0	0
794	0.000616666666666666	0	0
795	0.000913333333333334	0	0
796	0.000376666666666665	0	0
797	-0.000969999999999999	0	0
798	-0.000720000000000000	0	0
799	-0.000140666666666666	0	0
800	-4.20000000000007e-05	0	0
801	-2.79999999999996e-05	0	0
802	-3.86666666666669e-05	0	0
803	-1.73333333333332e-05	0	0
804	-1.19999999999996e-05	0	0
805	-6.66666666666771e-06	0	0
806	2.26666666666660e-05	0	0
807	0.000102000000000002	0	0
808	7.79999999999968e-05	0	0
809	-0.000107333333333332	0	0
810	-5.53333333333317e-05	0	0
811	-1.60000000000009e-05	0	0
